,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
298,0,41,1,25150,0.0,11,23.0,2,22,13,5,3,1,4.0,4.0,4.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.4463504035345031,-0.9766986801038673,-0.8473502642393511,-1.0808660195484174,-0.8093301263439133,1.5077151621943201,-0.6201892226844657,2.4478702411181446,3.3564494722225446,0.2458339946348355,0.04825380046037423,-2.3547382944293056,0.9932440073543686,0.960985988256784,1.0778887624561249
299,0,44,3,42620,7.0,18,26.0,2,22,3,10,3,3,3.0,3.0,3.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7748559575377005,-0.6960235087720509,-0.4761500596611441,1.7267549424104864,0.8697035430268261,1.893646982404704,-0.6201892226844657,2.4478702411181446,0.2521455058408027,1.647602699496,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
300,0,43,3,34190,3.0,11,10.0,5,8,4,7,3,3,1.0,3.0,1.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.6653541062033014,-0.6960235087720509,-0.6552695630723797,0.12240010700539844,-0.8093301263439133,-0.16465605871734387,1.707499689688721,0.16194730971731802,0.5625759024789769,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-2.208960361697785
301,0,30,6,34480,1.0,11,10.0,3,10,1,4,3,3,1.0,1.0,3.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.7581699611438873,-0.2750107517743262,-0.6491076821721118,-0.6797773106971454,-0.8093301263439133,-0.16465605871734387,0.1557070814399298,0.48850772848886465,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-2.206227591658592,-0.017727612261845094
302,0,35,2,63880,3.0,13,4.0,6,2,2,2,3,4,4.0,4.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2106607044718917,-0.836361094437959,-0.024420446075987767,0.12240010700539844,-0.3296062208094163,-0.9365196991381118,2.4833959938131165,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
303,0,26,13,83800,2.6948303347756775,14,8.0,3,7,7,7,3,2,4.0,2.0,3.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.1961773664814839,0.7073523478870313,0.39883702817689626,0.0,-0.08974426804216784,-0.42194393885759984,0.1557070814399298,-0.0013328996684553085,1.4938670923934996,0.8065414765793013,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-1.1504897316868,-0.017727612261845094
304,0,39,2,47790,4.0,14,9.0,3,7,1,7,3,3,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.22734670086570485,-0.836361094437959,-0.366298596714989,0.5234888158566704,-0.08974426804216784,-0.29329999878747187,0.1557070814399298,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,1.0778887624561249
305,0,40,2,68330,2.0,13,22.0,3,19,11,16,3,3,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.33684855220010396,-0.836361094437959,0.07013255394536434,-0.2786886018458735,-0.3296062208094163,1.379071222124192,0.1557070814399298,1.9580296129608246,2.7355886789461965,3.3297251453293972,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,1.0778887624561249
306,0,34,22,107930,0.0,11,3.0,1,2,1,2,3,4,4.0,4.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.3201625558062908,1.970390618880205,0.9115480148095314,-1.0808660195484174,-0.8093301263439133,-1.0651636392082398,-1.3960855268088614,-0.8177339465973219,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
307,0,33,2,27660,1.0,14,2.0,2,2,0,2,3,3,1.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.42966440714069,-0.836361094437959,-0.7940181226542739,-0.6797773106971454,-0.08974426804216784,-1.1938075792783678,-0.6201892226844657,-0.8177339465973219,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-0.017727612261845094
308,1,35,1,67960,0.0,7,5.0,2,4,3,2,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.2106607044718917,-0.9766986801038673,0.062270843831229446,-1.0808660195484174,-1.7687779374129073,-0.8078757590679838,-0.6201892226844657,-0.4911735278257753,0.2521455058408027,-0.5952272282818631,-3.104327829617394,-2.3547382944293056,-1.836759223476629,-2.206227591658592,-2.208960361697785
309,0,42,16,72950,1.0,15,10.0,3,9,7,8,3,1,4.0,1.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.5558522548689022,1.1283651048847558,0.16829769104618383,-0.6797773106971454,0.15011768472508064,-0.16465605871734387,0.1557070814399298,0.32522751910309133,1.4938670923934996,1.086895217551534,0.04825380046037423,-2.3547382944293056,0.9932440073543686,-2.206227591658592,1.0778887624561249
310,1,21,1,57750,1.0,8,1.0,2,1,1,0,3,2,4.0,3.0,2.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1.7436866231534796,-0.9766986801038673,-0.15466985958854695,-0.6797773106971454,-1.5289159846456588,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-1.113343986979815
311,0,29,6,23770,8.0,21,10.0,2,3,0,2,4,3,3.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.8676718124782865,-0.2750107517743262,-0.876672318178557,2.1278436512617582,1.5892894013285717,-0.16465605871734387,-0.6201892226844657,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,1.6245446154992582,-0.03134733829702275,0.049909597077369375,0.960985988256784,1.0778887624561249
312,1,31,8,65000,6.0,20,7.0,5,2,2,2,2,4,2.0,3.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.6486681098094882,0.005664419557490206,-0.0006228370818497077,1.3256662335592142,1.3494274485613231,-0.5505878789277279,1.707499689688721,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,-1.5280370145785098,1.1303481397691186,-0.8934248131996299,-0.0947518717150079,-0.017727612261845094
313,0,23,16,53990,1.0,23,4.0,2,4,0,2,4,2,3.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.5246829204846812,1.1283651048847558,-0.23456183264029615,-0.6797773106971454,2.0690133068630687,-0.9365196991381118,-0.6201892226844657,-0.4911735278257753,-0.6791456840737199,-0.5952272282818631,1.6245446154992582,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,1.0778887624561249
314,0,32,2,57470,1.0,13,8.0,0,8,0,7,3,3,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.5391662584750891,-0.836361094437959,-0.16061926183708147,-0.6797773106971454,-0.3296062208094163,-0.42194393885759984,-2.171981830933257,0.16194730971731802,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-0.017727612261845094
315,0,19,18,191970,1.0,12,1.0,2,1,0,0,3,3,2.0,4.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1.9626903258222779,1.4090402762165721,2.6972186039768196,-0.6797773106971454,-0.5694681735766648,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-0.017727612261845094
316,0,24,6,25760,8.0,17,6.0,3,4,1,2,3,2,4.0,2.0,3.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1.4151810691502822,-0.2750107517743262,-0.8343890664836152,2.1278436512617582,0.6298415902595776,-0.6792318189978559,0.1557070814399298,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-1.1504897316868,-0.017727612261845094
317,0,41,14,52080,3.0,11,12.0,2,9,0,7,3,3,4.0,4.0,2.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4463504035345031,0.8476899335529394,-0.2751452551213709,0.12240010700539844,-0.8093301263439133,0.0926318214229121,-0.6201892226844657,0.32522751910309133,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-1.113343986979815
318,0,52,1,97380,0.0,18,5.0,2,4,1,2,3,4,4.0,4.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1.6508707682128936,-0.9766986801038673,0.6873830372308203,-1.0808660195484174,0.8697035430268261,-0.8078757590679838,-0.6201892226844657,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-1.113343986979815
319,0,54,1,22970,6.0,18,29.0,2,20,12,7,3,2,4.0,3.0,2.0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1.869874470881692,-0.9766986801038673,-0.893670610317227,1.3256662335592142,0.8697035430268261,2.279578802615088,-0.6201892226844657,2.1213098223465976,3.0460190755843706,0.8065414765793013,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-1.113343986979815
320,0,39,5,106090,2.0,17,10.0,2,7,7,7,3,2,2.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.22734670086570485,-0.4153483374402344,0.8724519428905904,-0.2786886018458735,0.6298415902595776,-0.16465605871734387,-0.6201892226844657,-0.0013328996684553085,1.4938670923934996,0.8065414765793013,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,-0.0947518717150079,1.0778887624561249
321,0,36,5,42000,0.0,22,10.0,3,9,0,5,4,3,3.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.10115885313749257,-0.4153483374402344,-0.4893237360686134,-1.0808660195484174,1.82915135409582,-0.16465605871734387,0.1557070814399298,0.32522751910309133,-0.6791456840737199,0.2458339946348355,1.6245446154992582,-0.03134733829702275,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
322,0,38,2,107250,3.0,18,11.0,5,7,1,7,3,3,1.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11784484953130571,-0.836361094437959,0.8970994664916618,0.12240010700539844,0.8697035430268261,-0.036012118647215895,1.707499689688721,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-1.836759223476629,0.960985988256784,-0.017727612261845094
323,0,37,2,97560,4.0,13,13.0,2,9,5,8,3,3,2.0,4.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.008342998196906572,-0.836361094437959,0.691207652962021,0.5234888158566704,-0.3296062208094163,0.2212757614930401,-0.6201892226844657,0.32522751910309133,0.8730062991171511,1.086895217551534,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,1.0778887624561249
324,1,58,1,10090,7.0,13,31.0,3,10,5,9,1,2,1.0,3.0,1.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2.3078818762192883,-0.9766986801038673,-1.1673431137498147,1.7267549424104864,-0.3296062208094163,2.536866682755344,0.1557070814399298,0.48850772848886465,0.8730062991171511,1.367248958523767,-3.104327829617394,-1.1930428163631641,-1.836759223476629,-0.0947518717150079,-2.208960361697785
325,0,56,6,54670,1.0,20,13.0,6,13,1,9,4,4,3.0,4.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.08887817355049,-0.2750107517743262,-0.22011328432242663,-0.6797773106971454,1.3494274485613231,0.2212757614930401,2.4833959938131165,0.9783483566461847,-0.3687152874355457,1.367248958523767,1.6245446154992582,1.1303481397691186,0.049909597077369375,0.960985988256784,-0.017727612261845094
326,1,26,25,135250,8.0,13,7.0,4,2,2,2,3,3,2.0,2.0,3.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.1961773664814839,2.3914033758779296,1.4920396913451135,2.1278436512617582,-0.3296062208094163,-0.5505878789277279,0.9316033855643254,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-1.1504897316868,-0.017727612261845094
327,0,30,2,104450,3.0,18,10.0,3,7,1,7,3,3,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.7581699611438873,-0.836361094437959,0.8376054440063168,0.12240010700539844,0.8697035430268261,-0.16465605871734387,0.1557070814399298,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
328,1,20,2,63970,1.0,15,1.0,3,1,0,0,1,3,4.0,3.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-1.8531884744878788,-0.836361094437959,-0.022508138210387385,-0.6797773106971454,0.15011768472508064,-1.3224515193484958,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-3.104327829617394,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-1.113343986979815
329,0,32,1,136950,0.0,14,3.0,3,2,2,2,3,3,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.5391662584750891,-0.9766986801038673,1.5281610621397874,-1.0808660195484174,-0.08974426804216784,-1.0651636392082398,0.1557070814399298,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
330,0,57,2,61620,0.0,14,13.0,5,12,2,8,3,2,3.0,3.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.1983800248848895,-0.836361094437959,-0.07244062136773063,-1.0808660195484174,-0.08974426804216784,0.2212757614930401,1.707499689688721,0.8150681472604113,-0.058284890797371494,1.086895217551534,0.04825380046037423,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-1.113343986979815
331,0,32,12,101690,1.0,14,12.0,6,11,5,7,3,3,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.5391662584750891,0.567014762221123,0.7789613361279051,-0.6797773106971454,-0.08974426804216784,0.0926318214229121,2.4833959938131165,0.651787937874638,0.8730062991171511,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
332,0,30,7,87220,1.0,17,10.0,3,10,0,8,3,4,4.0,3.0,4.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-0.7581699611438873,-0.134673166108418,0.4715047270697107,-0.6797773106971454,0.6298415902595776,-0.16465605871734387,0.1557070814399298,0.48850772848886465,-0.6791456840737199,1.086895217551534,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,1.0778887624561249
333,0,32,5,36600,3.0,11,10.0,0,4,0,2,3,3,2.0,2.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.5391662584750891,-0.4153483374402344,-0.6040622080046362,0.12240010700539844,-0.8093301263439133,-0.16465605871734387,-2.171981830933257,-0.4911735278257753,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-1.1504897316868,-1.113343986979815
334,0,40,2,45770,5.0,11,15.0,3,12,11,8,3,3,1.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.33684855220010396,-0.836361094437959,-0.40921928436513083,0.9245775247079423,-0.8093301263439133,0.47856364163329607,0.1557070814399298,0.8150681472604113,2.7355886789461965,1.086895217551534,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-0.017727612261845094
335,0,38,2,44480,9.0,12,10.0,3,2,1,2,3,4,3.0,3.0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11784484953130571,-0.836361094437959,-0.4366290304387363,2.5289323601130302,-0.5694681735766648,-0.16465605871734387,0.1557070814399298,-0.8177339465973219,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.049909597077369375,-0.0947518717150079,-1.113343986979815
336,0,36,20,170070,9.0,11,6.0,2,1,0,0,3,3,1.0,2.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-0.10115885313749257,1.6897154475483886,2.231890356680727,2.5289323601130302,-0.8093301263439133,-0.6792318189978559,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-1.1504897316868,1.0778887624561249
337,0,38,3,70820,1.0,14,2.0,3,2,2,1,3,3,3.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.11784484953130571,-0.6960235087720509,0.12303973822697485,-0.6797773106971454,-0.08974426804216784,-1.1938075792783678,0.1557070814399298,-0.8177339465973219,-0.058284890797371494,-0.875580969254096,0.04825380046037423,-0.03134733829702275,0.049909597077369375,0.960985988256784,1.0778887624561249
338,0,35,1,66460,1.0,13,9.0,2,9,1,1,3,4,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,-0.2106607044718917,-0.9766986801038673,0.030399046071223117,-0.6797773106971454,-0.3296062208094163,-0.29329999878747187,-0.6201892226844657,0.32522751910309133,-0.3687152874355457,-0.875580969254096,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
339,1,44,25,62720,1.0,19,10.0,3,10,0,5,3,3,3.0,2.0,1.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.7748559575377005,2.3914033758779296,-0.04906796967705933,-0.6797773106971454,1.1095654957940746,-0.16465605871734387,0.1557070814399298,0.48850772848886465,-0.6791456840737199,0.2458339946348355,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-2.208960361697785
340,0,36,20,55050,4.0,21,13.0,3,8,7,2,4,1,4.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-0.10115885313749257,1.6897154475483886,-0.21203909555655834,0.5234888158566704,1.5892894013285717,0.2212757614930401,0.1557070814399298,0.16194730971731802,1.4938670923934996,-0.5952272282818631,1.6245446154992582,-2.3547382944293056,0.9932440073543686,-1.1504897316868,-0.017727612261845094
341,0,40,2,167520,2.0,18,8.0,3,3,1,2,3,4,2.0,4.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.33684855220010396,-0.836361094437959,2.177708300488716,-0.2786886018458735,0.8697035430268261,-0.42194393885759984,0.1557070814399298,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,-0.8934248131996299,0.960985988256784,1.0778887624561249
342,1,51,28,192720,9.0,14,18.0,2,10,2,7,2,2,3.0,3.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1.5413689168784945,2.8124161328756543,2.7131545028568227,2.5289323601130302,-0.08974426804216784,0.8644954618436801,-0.6201892226844657,0.48850772848886465,-0.058284890797371494,0.8065414765793013,-1.5280370145785098,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
343,0,34,2,23230,0.0,17,4.0,2,3,0,2,3,4,2.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.3201625558062908,-0.836361094437959,-0.8881461653721593,-1.0808660195484174,0.6298415902595776,-0.9365196991381118,-0.6201892226844657,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,1.1303481397691186,-0.8934248131996299,-1.1504897316868,-0.017727612261845094
344,0,52,17,28890,1.0,11,34.0,2,34,1,16,3,3,4.0,2.0,3.0,1,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.6508707682128936,1.268702690550664,-0.7678832484910687,-0.6797773106971454,-0.8093301263439133,2.922798502965728,-0.6201892226844657,4.407232753747424,-0.3687152874355457,3.3297251453293972,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
345,0,50,2,61420,3.0,12,28.0,3,8,0,7,3,3,2.0,3.0,2.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1.4318670655440953,-0.836361094437959,-0.07669019440239815,0.12240010700539844,-0.5694681735766648,2.15093486254496,0.1557070814399298,0.16194730971731802,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,-1.113343986979815
346,0,38,11,41710,0.0,23,10.0,4,9,7,7,4,3,4.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.11784484953130571,0.4266771765552148,-0.49548561696888127,-1.0808660195484174,2.0690133068630687,-0.16465605871734387,0.9316033855643254,0.32522751910309133,1.4938670923934996,0.8065414765793013,1.6245446154992582,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
347,0,52,4,27590,9.0,18,12.0,6,5,0,4,3,3,4.0,4.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.6508707682128936,-0.5556859231061426,-0.7955054732164075,2.5289323601130302,0.8697035430268261,0.0926318214229121,2.4833959938131165,-0.32789331844000197,-0.6791456840737199,-0.034519746337397406,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
